,seed,n_exp,n_sim,num_weeks,num_agents,capacity,threshold,contagious_threshold,contagious_duration,SIR_AgentsRecoveryTime,people_memory_weight,contagious_thresholdNotPresent,num_contagious_agents,contagiousness,capacity_pct,mean_attendance,mean_contagious,mean_present_contagious,std_attendance,std_contagious,std_present_contagious,argmax_acft_attendance,max_acft_attendance,argmax_acft_contagious,max_acft_contagious
0,66570060,sett24_1,0,4,1500,1500,0.05,0.8,3,5,0.05,0.35,300,0.5,1.0,27.0,200.0,7.333333333333333,0.0,141.4213562373095,5.185449728701348,0,0.0,2,-0.3333333333333333
1,46640177,sett24_1,1,5,1500,1500,0.1,0.85,4,9,0.05,0.55,300,0.16,1.0,24.0,200.0,3.3333333333333335,0.0,141.4213562373095,2.3570226039551585,0,0.0,2,-0.3333333333333333
2,12621037,sett24_1,2,5,500,250,0.3,0.75,4,9,0.35,0.95,100,0.42,0.5,21.333333333333332,66.66666666666667,3.3333333333333335,3.858612300930075,47.14045207910317,2.494438257849294,2,-0.1990049751243782,2,-0.3333333333333333
3,73998367,sett24_1,3,10,500,250,0.25,0.45,9,6,0.7,0.35,100,0.46,0.5,6.4,80.0,2.6,2.8705400188814645,40.0,1.9595917942265424,2,-0.11941747572815532,2,-0.10000000000000002
4,35837535,sett24_1,4,12,3000,1500,0.85,0.1,5,3,0.6,0.85,600,0.4,0.5,1482.1666666666667,79.5,38.666666666666664,18.711998527385816,134.86382020393756,65.52777189016035,2,0.1558640751024733,2,-0.06663642736382007
5,2729191,sett24_1,5,200,2000,1000,0.3,0.2,8,4,0.05,0.9,400,0.4,0.5,175.0,119.63,119.63,0.0,39.93736471025598,39.93736471025598,0,0.0,13,0.8700566184267503
6,52577605,sett24_1,6,7,4000,2000,0.45,0.7,6,7,0.7,0.45,800,0.06,0.5,623.25,600.0,131.75,88.84642648975816,346.41016151377545,78.52507561282574,2,-0.289634122202076,2,-0.1666666666666666
7,28801970,sett24_1,7,17,1500,1500,0.85,0.35,10,1,0.85,0.4,300,0.36,1.0,1387.0,770.1111111111111,722.6666666666666,37.58841429069453,624.2147857632276,586.2737320474872,2,0.2742214532871972,2,0.33779720784062695
8,97200356,sett24_1,8,11,500,500,0.45,0.9,10,10,0.15,0.1,100,0.3,1.0,237.83333333333334,83.33333333333333,10.833333333333334,16.415609102991645,37.26779962499649,15.323366325829175,5,0.11340755248599829,2,-0.06666666666666662
9,65923520,sett24_1,9,5,4000,4000,0.55,0.55,4,3,0.3,0.6,800,0.06,1.0,2113.3333333333335,533.3333333333334,267.3333333333333,112.04860056640105,377.12361663282536,190.4106673015517,2,-0.35591860334767,2,-0.3333333333333333
10,15339300,sett24_1,10,5,3000,3000,0.25,0.5,4,1,0.6,0.2,600,0.06,1.0,137.33333333333334,400.0,22.333333333333332,45.18357617050199,282.842712474619,16.937794687883336,2,-0.45644207394506736,2,-0.3333333333333333
11,5410305,sett24_1,11,8,2500,2500,0.15,0.15,7,0,0.5,0.2,500,0.3,1.0,7.75,375.0,1.5,1.479019945774904,216.50635094610965,1.118033988749895,3,-0.05,2,-0.16666666666666666
