,seed,n_exp,n_sim,num_weeks,num_agents,capacity,threshold,contagious_threshold,contagious_duration,SIR_AgentsRecoveryTime,people_memory_weight,contagious_thresholdNotPresent,num_contagious_agents,contagiousness,capacity_pct,mean_attendance,mean_contagious,mean_present_contagious,std_attendance,std_contagious,std_present_contagious,argmax_acft_attendance,max_acft_attendance,argmax_acft_contagious,max_acft_contagious
31,66651591,sett24_7,31,9,3500,1750,0.1,0.9,8,0,0.5,0.25,700,0.38,0.5,0.8,560.0,0.0,1.1661903789690604,280.0,0.0,2,-0.18823529411764703,2,-0.09999999999999996
32,53636984,sett24_7,32,6,1500,750,0.9,0.7,5,3,0.55,0.85,300,0.3,0.5,750.0,200.0,140.33333333333334,0.0,141.4213562373095,99.60031236006353,0,0.0,2,-0.3333333333333333
33,79863351,sett24_7,33,8,3500,3500,0.35,0.15,7,4,0.85,0.05,700,0.4,1.0,592.5,525.0,37.75,45.554911919572405,303.10889132455355,65.38491798572512,2,0.39097699072400915,2,-0.16666666666666663
34,42758485,sett24_7,34,4,2500,1250,0.65,0.1,1,8,0.55,0.4,500,0.16,0.5,899.3333333333334,0.0,0.0,107.33540370674017,0.0,0.0,2,-0.25864773808605307,0,0.0
35,80356682,sett24_7,35,12,3500,3500,0.85,0.2,4,4,0.35,0.9,700,0.4,1.0,2970.1666666666665,29.666666666666668,26.0,31.703925449207215,42.95992965026311,38.40138886377245,4,0.23192851549905633,2,-0.029249448123620275
36,13467554,sett24_7,36,7,500,250,0.95,0.7,6,9,0.15,0.6,100,0.4,0.5,250.0,75.0,59.0,0.0,43.30127018922193,34.96426747409418,0,0.0,2,-0.1666666666666666
37,33930785,sett24_7,37,10,1500,750,0.9,0.4,6,7,0.55,0.5,300,0.5,0.5,750.0,564.8,350.4,0.0,647.5268025340727,401.9077506095149,0,0.0,2,-0.24494555284473576
38,15726453,sett24_7,38,16,2500,2500,0.5,0.05,4,7,0.7,0.8,500,0.48,1.0,747.375,50.75,16.25,10.209523740116381,47.92637582793007,17.77463079785344,3,0.1447496627192325,2,0.2138649288454735
39,57122054,sett24_7,39,4,3500,1750,0.5,0.6,1,10,0.3,0.2,700,0.28,0.5,511.3333333333333,0.0,0.0,265.95404782698,0.0,0.0,2,-0.49295405895634603,0,0.0
40,94949688,sett24_7,40,11,3000,3000,0.4,0.8,10,9,0.9,0.55,600,0.24,1.0,799.6666666666666,500.0,134.0,71.33644853010898,223.60679774997897,61.71169527191206,2,0.0338682678311499,2,-0.0666666666666667
41,50162659,sett24_7,41,200,3500,3500,0.75,0.05,2,2,0.5,0.55,700,0.24,1.0,2601.07,1914.94,1623.44,22.181187975399332,362.8633853118829,362.88789784174395,35,0.20807199966016612,5,0.9495527877788111
42,56242812,sett24_7,42,13,3000,1500,0.5,0.15,7,10,0.5,0.8,600,0.06,0.5,615.5714285714286,765.7142857142857,206.71428571428572,19.956074212108543,857.6392372230235,195.32808611280095,5,0.11502364602702846,2,0.01916071394682115
43,34750920,sett24_7,43,4,1500,1500,0.1,0.55,3,3,0.6,0.75,300,0.14,1.0,12.333333333333334,200.0,3.0,9.877021593352703,141.4213562373095,2.449489742783178,2,-0.4358390280941534,2,-0.3333333333333333
44,68078079,sett24_7,44,11,3500,1750,0.45,0.4,10,8,0.85,0.05,700,0.32,0.5,691.8333333333334,583.3333333333334,43.0,74.59539008693649,260.87459737497545,96.15092303249095,4,0.006830703387729162,2,-0.06666666666666665
45,68165801,sett24_7,45,9,3000,3000,0.55,0.35,8,5,0.85,0.35,600,0.26,1.0,1456.6,480.0,244.6,51.27806548613159,240.0,122.77068053896255,2,-0.18640623098454395,2,-0.09999999999999996
46,48716834,sett24_7,46,8,1500,1500,0.6,0.95,7,0,0.4,0.3,300,0.44,1.0,897.0,225.0,159.75,40.847276531000205,129.9038105676658,92.65628688869417,3,-0.09304764758765358,2,-0.16666666666666663
47,71793581,sett24_7,47,13,3500,3500,0.9,0.15,9,5,0.5,0.7,700,0.5,1.0,3139.8571428571427,1939.7142857142858,1733.142857142857,21.22955198658277,1615.5297861060683,1450.4924709088514,6,0.12068207105338309,2,0.15101228248780957
48,73040975,sett24_7,48,8,1000,500,0.55,0.75,7,2,0.3,0.5,200,0.28,0.5,296.25,150.0,39.25,12.871965661856,86.60254037844386,22.68672519338126,3,0.12985665786495665,2,-0.1666666666666666
49,76274305,sett24_7,49,11,4000,2000,0.85,0.7,10,2,0.9,0.25,800,0.42,0.5,2000.0,666.6666666666666,651.5,0.0,298.14239699997194,291.44396259544186,0,0.0,2,-0.06666666666666662
50,73087891,sett24_7,50,4,1500,750,0.15,0.35,2,3,0.85,0.85,300,0.08,0.5,65.66666666666667,100.0,7.0,38.66379299666406,141.4213562373095,9.899494936611665,2,-0.4900896883206977,2,-0.3333333333333333
51,75229869,sett24_7,51,4,3500,1750,0.4,0.8,2,1,0.4,0.9,700,0.42,0.5,300.0,233.33333333333334,15.666666666666666,73.92338376093635,329.98316455372213,22.15601247717849,2,-0.4994510186653654,2,-0.3333333333333334
52,35519900,sett24_7,52,12,4000,4000,0.6,0.25,3,9,0.9,0.8,800,0.32,1.0,2157.5,65.16666666666667,34.5,47.45787605866912,83.23944711226495,43.900455578501685,2,-0.014467014467014446,2,-0.042493027631559564
53,74713410,sett24_7,53,7,2000,2000,0.55,0.75,6,4,0.6,0.8,400,0.42,1.0,829.5,300.0,120.0,9.836157786453,173.20508075688772,69.56651493355119,3,-0.3404392764857881,2,-0.1666666666666666
54,26870169,sett24_7,54,4,500,250,0.05,0.9,1,3,0.85,0.65,100,0.42,0.5,2.0,0.0,0.0,1.4142135623730951,0.0,0.0,2,-0.3333333333333333,0,0.0
55,78383447,sett24_7,55,7,500,250,0.3,0.35,4,2,0.65,0.8,100,0.24,0.5,12.75,61.5,2.25,4.815340071064556,66.74391358019096,1.920286436967152,3,-0.24460916442048516,2,-0.3302373870587575
56,69005546,sett24_7,56,8,2500,1250,0.05,0.25,7,2,0.55,0.9,500,0.1,0.5,0.0,375.0,0.0,0.0,216.50635094610965,0.0,0,0.0,2,-0.16666666666666669
57,43173341,sett24_7,57,6,1500,1500,0.4,0.7,5,8,0.45,0.3,300,0.36,1.0,354.6666666666667,200.0,48.0,7.363574011458174,141.4213562373095,34.02939905434711,2,-0.03825136612021957,2,-0.3333333333333333
58,17232701,sett24_7,58,9,1000,500,0.7,0.9,8,2,0.05,0.4,200,0.44,0.5,439.0,160.0,85.0,56.54732531252031,80.0,45.76461515188345,2,0.46547410557918434,2,-0.10000000000000003
59,4676557,sett24_7,59,9,2500,1250,0.25,0.7,8,6,0.4,0.55,500,0.36,0.5,57.0,400.0,9.8,1.2649110640673518,200.0,4.955804677345547,2,-0.25,2,-0.1
60,6428798,sett24_7,60,14,3500,3500,0.95,0.05,10,8,0.9,0.75,700,0.3,1.0,3321.714285714286,1920.7142857142858,1823.2857142857142,5.993193418115151,1637.0304748263559,1553.7651701855184,3,0.31493506493506357,2,0.14968257931867102
61,58611070,sett24_7,61,8,3500,1750,0.25,0.05,7,3,0.85,0.05,700,0.3,0.5,121.75,525.0,7.25,43.68280554176895,303.10889132455355,12.55736835487436,2,-0.11085454128590613,2,-0.16666666666666663
62,58558980,sett24_7,62,6,4000,4000,0.2,0.8,5,3,0.25,0.4,800,0.24,1.0,254.0,533.3333333333334,48.666666666666664,0.816496580927726,377.12361663282536,34.41253001774532,2,-0.5,2,-0.3333333333333333
63,31014483,sett24_7,63,7,500,250,0.7,0.05,2,1,0.7,0.6,100,0.38,0.5,205.75,39.75,19.75,9.256754290786809,41.70356699372369,22.829531313629722,2,0.11342086068563093,2,-0.2524346857368743
64,98316808,sett24_7,64,10,2000,1000,0.2,0.9,9,1,0.35,0.9,400,0.24,0.5,17.0,320.0,1.6,0.0,160.0,0.8,0,0.0,2,-0.10000000000000003
65,86386445,sett24_7,65,9,1500,750,0.85,0.55,8,3,0.5,0.4,300,0.04,0.5,750.0,240.0,207.8,0.0,120.0,105.45216925222543,0,0.0,2,-0.09999999999999996
66,74974507,sett24_7,66,6,2500,2500,0.65,0.6,5,1,0.2,0.45,500,0.24,1.0,1753.6666666666667,333.3333333333333,244.0,112.77509575354934,235.70226039551585,172.5514416051051,2,-0.2716894977168948,2,-0.3333333333333333
67,60396638,sett24_7,67,8,500,500,0.4,0.05,3,10,0.7,0.45,100,0.48,1.0,80.0,44.0,10.25,8.972179222463181,44.972213643537714,10.871407452579449,2,0.024844720496894398,2,-0.29221260815822003
68,6928021,sett24_7,68,9,3500,1750,0.15,0.95,8,6,0.25,0.25,700,0.2,0.5,23.8,560.0,1.6,0.39999999999999997,280.0,0.8,2,-0.1000000000000002,2,-0.09999999999999996
69,99654610,sett24_7,69,5,3000,3000,0.3,0.65,4,4,0.5,0.8,600,0.44,1.0,228.33333333333334,400.0,30.0,34.77866523539332,282.842712474619,21.96967607104544,2,-0.45100741012921786,2,-0.3333333333333333
70,43467238,sett24_7,70,5,3000,1500,0.7,0.9,4,3,0.75,0.5,600,0.16,0.5,1396.3333333333333,400.0,193.66666666666666,104.0843674888576,282.842712474619,139.64797010896922,2,-0.4539975248370974,2,-0.3333333333333333
71,13252218,sett24_7,71,5,4000,4000,0.75,0.4,4,9,0.25,0.2,800,0.14,1.0,3205.6666666666665,533.3333333333334,478.3333333333333,393.2271042992275,377.12361663282536,338.38669529926193,2,-0.4682640054573187,2,-0.3333333333333333
72,90930493,sett24_7,72,200,3500,1750,0.3,0.35,6,3,0.15,0.95,700,0.46,0.5,294.0,205.8,205.8,0.0,80.97876264799308,80.97876264799308,0,0.0,10,0.8999999999999999
73,40186088,sett24_7,73,9,3000,3000,0.6,0.6,8,5,0.35,0.1,600,0.4,1.0,1919.2,480.0,188.8,199.80930909244444,240.0,231.28718079478594,4,0.09707422346993384,2,-0.09999999999999996
74,93240600,sett24_7,74,16,1000,500,0.6,0.25,10,0,0.45,0.9,200,0.18,0.5,292.625,369.375,112.625,7.9833811759178825,375.34049125427435,111.64893360440125,5,0.06800073547438097,2,0.23403267574654088
75,64630753,sett24_7,75,4,4000,4000,0.5,0.9,2,3,0.15,0.85,800,0.4,1.0,1641.6666666666667,266.6666666666667,76.66666666666667,337.70039318241186,377.12361663282536,108.42303978193728,2,-0.49968789804366315,2,-0.3333333333333335
76,5505758,sett24_7,76,7,3000,3000,0.95,0.2,4,5,0.85,0.3,600,0.06,1.0,2986.0,1919.25,1910.25,4.415880433163924,1134.8304664133757,1130.4256665079752,2,-0.1794871794871795,2,-0.07507921571984645
77,81065768,sett24_7,77,6,2000,2000,0.55,0.2,5,5,0.05,0.15,400,0.36,1.0,1082.6666666666667,266.6666666666667,156.66666666666666,423.9318603528428,188.56180831641268,110.85526098877261,2,-0.4007425616067291,2,-0.3333333333333333
78,42597888,sett24_7,78,5,500,250,0.35,0.65,4,10,0.25,0.35,100,0.06,0.5,70.0,66.66666666666667,21.333333333333332,4.546060565661952,47.14045207910317,15.173075568988057,2,-0.09677419354838711,2,-0.3333333333333333
79,34533507,sett24_7,79,6,2000,2000,0.35,0.6,5,6,0.8,0.45,400,0.36,1.0,339.0,266.6666666666667,52.0,49.01020301937138,188.56180831641268,36.995495221265344,2,-0.4994449070219261,2,-0.3333333333333333
80,85905756,sett24_7,80,10,2500,2500,0.85,0.85,9,5,0.95,0.6,500,0.34,1.0,2107.8,400.0,334.4,11.338430226446693,200.0,167.46892249011458,3,0.08039825762290584,2,-0.1
81,49548556,sett24_7,81,6,3500,1750,0.2,0.4,4,0,0.4,0.95,700,0.28,0.5,28.0,585.3333333333334,6.333333333333333,2.160246899469287,502.96542845629284,4.9216076867444665,2,-0.4285714285714286,2,-0.49566871401331475
82,23094067,sett24_7,82,11,3000,1500,0.9,0.95,10,8,0.55,0.55,600,0.36,0.5,1500.0,500.0,300.3333333333333,0.0,223.60679774997897,134.61385102911544,0,0.0,2,-0.0666666666666667
83,23993653,sett24_7,83,4,2000,1000,0.35,0.4,3,9,0.5,0.95,400,0.48,0.5,119.33333333333333,266.6666666666667,15.333333333333334,12.970050972229146,188.56180831641268,10.842303978193728,2,-0.3511668868339939,2,-0.3333333333333333
84,97643113,sett24_7,84,7,500,500,0.95,0.95,6,5,0.5,0.4,100,0.16,1.0,487.0,75.0,72.25,6.123724356957945,43.30127018922193,41.76945654422619,2,0.16666666666666669,2,-0.1666666666666666
85,88818777,sett24_7,85,4,1000,1000,0.15,0.1,1,0,0.3,0.8,200,0.08,1.0,18.666666666666668,0.0,0.0,6.599663291074443,0.0,0.0,2,-0.33333333333333337,0,0.0
86,17419157,sett24_7,86,14,3500,3500,0.25,0.15,8,7,0.8,0.55,700,0.24,1.0,19.714285714285715,598.1428571428571,11.714285714285714,18.328075931393855,705.5240055795264,19.218401046276202,2,0.011777469189376869,2,0.06509733256517916
87,39642673,sett24_7,87,22,3500,1750,0.35,0.35,9,8,0.05,0.8,700,0.04,0.5,607.8181818181819,179.0909090909091,177.0,4.260136186858175,155.05040502744117,154.53743294690184,2,0.36715515813876376,2,0.4965543240787352
88,66340812,sett24_7,88,4,500,250,0.5,0.9,3,8,0.2,0.15,100,0.02,0.5,98.66666666666667,66.66666666666667,14.666666666666666,63.03614483417871,47.14045207910317,20.741798914805393,2,-0.3892586171541486,2,-0.3333333333333333
89,4033003,sett24_7,89,8,4000,2000,0.95,0.8,7,3,0.85,0.25,800,0.04,0.5,2000.0,600.0,599.75,0.0,346.41016151377545,346.2660646092828,0,0.0,2,-0.1666666666666666
90,58483677,sett24_7,90,6,3000,1500,0.35,0.55,5,3,0.35,0.7,600,0.2,0.5,250.33333333333334,400.0,31.0,12.918548250050735,282.842712474619,21.924111536540465,2,-0.4731469152241456,2,-0.3333333333333333
91,7521032,sett24_7,91,8,3500,1750,0.1,0.55,7,1,0.95,0.25,700,0.34,0.5,34.0,525.0,8.25,26.67395733669828,303.10889132455355,7.75806032459145,2,-0.2044975404075896,2,-0.16666666666666663
92,60064999,sett24_7,92,4,4000,4000,0.55,0.6,2,2,0.9,0.2,800,0.12,1.0,2141.3333333333335,266.6666666666667,146.66666666666666,19.955506062794353,377.12361663282536,207.41798914805395,2,-0.47619047619047694,2,-0.3333333333333335
93,41804392,sett24_7,93,11,500,500,0.7,0.75,10,5,0.2,0.65,100,0.38,1.0,357.5,83.33333333333333,58.5,14.127396551853895,37.26779962499649,26.247222075234298,4,0.3444676409185804,2,-0.06666666666666662
94,93756138,sett24_7,94,4,3000,1500,0.2,0.45,1,7,0.55,0.1,600,0.18,0.5,56.666666666666664,0.0,0.0,31.09483701338357,0.0,0.0,2,-0.47973645905155893,0,0.0
95,44433184,sett24_7,95,9,3000,3000,0.25,0.9,8,8,0.45,0.45,600,0.08,1.0,142.2,480.0,30.4,4.261455150532503,240.0,15.4220621189256,2,-0.09779735682819396,2,-0.09999999999999996
96,69606178,sett24_7,96,7,3000,1500,0.55,0.85,6,3,0.5,0.25,600,0.12,0.5,869.25,450.0,253.25,114.4516819448277,259.8076211353316,149.1465302982272,3,-0.2411826592298186,2,-0.16666666666666663
97,40926030,sett24_7,97,6,4000,2000,0.6,0.55,5,10,0.8,0.25,800,0.34,0.5,1589.3333333333333,533.3333333333334,272.0,126.32585729858407,377.12361663282536,193.4132018934247,2,-0.47679125123006355,2,-0.3333333333333333
98,8133245,sett24_7,98,4,4000,2000,0.5,0.5,2,6,0.45,0.1,800,0.32,0.5,940.6666666666666,266.6666666666667,129.66666666666666,43.759443425264095,377.12361663282536,183.37635858771134,2,-0.49765966500328807,2,-0.3333333333333335
99,73718945,sett24_7,99,200,2000,2000,0.6,0.2,10,7,0.2,0.5,400,0.34,1.0,1228.25,1083.16,795.71,20.16946950219564,87.8160258722746,62.87595645395782,4,0.33897482224393605,2,0.6876742152760373
100,74384898,sett24_7,100,16,4000,4000,0.55,0.4,9,9,0.75,0.6,800,0.08,1.0,1560.25,1165.625,449.25,31.123744954616242,1390.5449415157354,562.793201362632,4,0.14346086844312536,2,0.1266168052678203
101,51862180,sett24_7,101,10,4000,2000,0.25,0.3,5,5,0.4,0.75,800,0.36,0.5,74.2,209.8,25.8,2.4819347291981715,333.4266935924597,20.202970078679026,3,0.0545454545454545,2,-0.06593284578247885
102,71190637,sett24_7,102,8,2500,2500,0.4,0.65,7,7,0.35,0.7,500,0.34,1.0,638.75,375.0,80.0,14.411367041332339,216.50635094610965,46.22228899567826,2,0.005868191393319354,2,-0.16666666666666669
103,80499277,sett24_7,103,11,1000,1000,0.95,0.65,10,6,0.5,0.5,200,0.08,1.0,950.3333333333334,166.66666666666666,159.66666666666666,8.975274678557506,74.53559924999298,71.43450768983355,2,0.2298850574712652,2,-0.06666666666666662
104,54085447,sett24_7,104,11,500,500,0.1,0.2,10,10,0.85,0.6,100,0.02,1.0,0.0,83.33333333333333,0.0,0.0,37.26779962499649,0.0,0,0.0,2,-0.06666666666666662
105,77163645,sett24_7,105,13,1500,750,0.3,0.15,7,1,0.8,0.25,300,0.28,0.5,31.428571428571427,149.14285714285714,5.857142857142857,14.946161885314933,130.8329671991064,6.957597521077669,2,0.25172926835634674,2,-0.001106754266828953
106,55840413,sett24_7,106,5,3000,3000,0.7,0.45,4,5,0.6,0.2,600,0.34,1.0,2207.3333333333335,400.0,344.3333333333333,106.09534496019239,282.842712474619,243.53826986510538,2,-0.49549549549549543,2,-0.3333333333333333
107,2551623,sett24_7,107,8,1000,1000,0.05,0.6,7,9,0.4,0.8,200,0.5,1.0,0.0,150.0,0.0,0.0,86.60254037844386,0.0,0,0.0,2,-0.1666666666666666
108,11210925,sett24_7,108,4,2500,1250,0.9,0.7,3,1,0.2,0.95,500,0.08,0.5,1216.6666666666667,333.3333333333333,164.33333333333334,47.14045207910317,235.70226039551585,116.979580364362,2,0.1666666666666659,2,-0.3333333333333333
109,60413354,sett24_7,109,10,1000,1000,0.95,0.5,9,9,0.25,0.55,200,0.28,1.0,953.6,160.0,151.4,28.16806702633321,80.0,76.03052018761939,2,0.48923169993950383,2,-0.10000000000000003
110,13543666,sett24_7,110,4,3000,3000,0.35,0.4,2,1,0.8,0.75,600,0.42,1.0,748.3333333333334,200.0,61.666666666666664,119.98981438253648,282.842712474619,87.20983634634086,2,-0.49134626762773526,2,-0.3333333333333333
111,82109373,sett24_7,111,8,3500,3500,0.5,0.7,7,10,0.7,0.4,700,0.34,1.0,1171.75,525.0,194.0,84.2091889285249,303.10889132455355,112.14945385511247,2,-0.2422769458570937,2,-0.16666666666666663
112,8437895,sett24_7,112,4,2000,2000,0.65,0.9,1,0,0.75,0.2,400,0.48,1.0,1239.3333333333333,0.0,0.0,26.71246067953223,0.0,0.0,2,-0.375376310598982,0,0.0
113,61833007,sett24_7,113,9,500,250,0.4,0.6,8,2,0.05,0.2,100,0.18,0.5,111.4,80.0,12.4,11.876026271442818,40.0,10.209799214480176,2,0.21111741349971647,2,-0.10000000000000003
114,92508979,sett24_7,114,7,2000,2000,0.35,0.65,6,3,0.05,0.3,400,0.26,1.0,729.0,300.0,70.75,52.578512721453045,173.20508075688772,41.03276130118469,3,-0.19931271477663234,2,-0.1666666666666666
115,40038170,sett24_7,115,24,3500,3500,0.45,0.25,5,0,0.45,0.45,700,0.4,1.0,1182.4166666666667,60.583333333333336,26.5,21.750319282458566,45.04157030516981,22.548096741558183,2,0.3278897484452136,2,0.5329204020460581
116,29489651,sett24_7,116,8,4000,2000,0.1,0.05,7,0,0.65,0.45,800,0.22,0.5,0.0,600.0,0.0,0.0,346.41016151377545,0.0,0,0.0,2,-0.1666666666666666
117,89717096,sett24_7,117,4,3000,1500,0.55,0.35,2,2,0.9,0.8,600,0.08,0.5,1404.6666666666667,200.0,97.33333333333333,99.21805391269383,282.842712474619,137.65012007098127,2,-0.43041227416721217,2,-0.3333333333333333
118,31131816,sett24_7,118,4,2000,1000,0.2,0.85,3,1,0.35,0.6,400,0.48,0.5,26.0,266.6666666666667,2.0,0.816496580927726,188.56180831641268,2.160246899469287,2,-1.421533768128844e-17,2,-0.3333333333333333
119,67946994,sett24_7,119,6,3500,1750,0.8,0.6,5,8,0.8,0.85,700,0.34,0.5,1750.0,466.6666666666667,308.3333333333333,0.0,329.98316455372213,218.666158535995,0,0.0,2,-0.3333333333333334
120,78114254,sett24_7,120,7,4000,2000,0.25,0.05,3,7,0.55,0.4,800,0.28,0.5,57.25,282.0,15.5,16.13032857693854,386.52748931997064,17.67059704707229,2,-0.2057410521258708,2,-0.20763067799616475
